file,text,class
../DATASET/torgo/MC02/Session1/0213.wav,I tried to tell people in the community.,0
../DATASET/uncommonvoice/MC04_T2_si1980_NA.wav,high so it only bounce harmlessly but loudly off a car's steel roof,0
../DATASET/uncommonvoice/MC04_T2_sx155_NA.wav,the water contained too much chlorine and stung his eyes,0
../DATASET/uncommonvoice/FC12_T2_si2028_NA.wav,he took his mask from his forehead and threw it unexpectedly across the deck,0
../DATASET/uncommonvoice/MC04_T2_si1969_NA.wav,if any of us miss they can pick up the pieces,0
../DATASET/torgo/MC04/Session1/0439.wav,The prospect of cutting back spending is an unpleasant one for any governor.,0
../DATASET/torgo/FC03/Session3/0147.wav,He can't abide mistakes in his own game.,0
../DATASET/uncommonvoice/MC12_T2_sx428_NA.wav,a crab challenged me but a quick stab vanquished him,0
../DATASET/uncommonvoice/MC04_T2_si1063_NA.wav,no question ruffles him or causes him to hesitate,0
../DATASET/torgo/FC03/Session2/0195.wav,There was only one decision to be made.,0
../DATASET/torgo/MC04/Session2/0890.wav,This he added brought about petty jealousies and petty personal grievances.,0
../DATASET/torgo/FC02/Session3/0659.wav,You have to expect a few bad calls.,0
../DATASET/uncommonvoice/MC12_T2_sx155_NA.wav,the water contained too much chlorine and stung his eyes,0
../DATASET/uncommonvoice/MC04_T2_si1014_NA.wav,beer generally fermented from barley is an old alcoholic beverage,0
../DATASET/torgo/MC03/Session2/0250.wav,The lack of heat compounded the tenant's grievances.,0
../DATASET/torgo/FC03/Session2/0274.wav,A fire in straw makes a quick blaze.,0
../DATASET/uncommonvoice/MC12_T2_si524_NA.wav,within a system however the autonomy of each member library is preserved,0
../DATASET/torgo/MC04/Session2/0861.wav,The job also covers a number of other items.,0
../DATASET/torgo/MC04/Session1/0299.wav,He further proposed grants of an unspecified sum for experimental hospitals.,0
../DATASET/uncommonvoice/FC23_T2_si556_NA.wav,we did not accept the diagnosis at once but gradually we are coming to,0
../DATASET/torgo/FC03/Session1/0374.wav,It also provides for funds to clear slums and help colleges build dormitories.,0
../DATASET/uncommonvoice/MC04_T2_si524_NA.wav,within a system however the autonomy of each member library is preserved,0
../DATASET/uncommonvoice/FC41_T2_sx442_NA.wav,suburban housewives often suffer from the gab habit,0
../DATASET/torgo/FC03/Session1/0355.wav,This is not a program of socialized medicine.,0
../DATASET/torgo/MC01/Session3/0202.wav,Chocolate and roses never fail as a romantic gift.,0
../DATASET/torgo/FC03/Session3/0066.wav,We experience distress and frustration obtaining our degrees.,0
../DATASET/torgo/FC02/Session2/0016.wav,Grandfather likes to be modern in his language.,0
../DATASET/uncommonvoice/FC36_T2_sx171_NA.wav,the diagnosis was discouraging however he was not overly worried,0
../DATASET/uncommonvoice/MC11_T2_sx433_NA.wav,the overweight charmer could slip poison into anyone's tea,0
../DATASET/uncommonvoice/MC12_T2_si1000_NA.wav,soon the office work claimed all her time,0
../DATASET/uncommonvoice/FC23_T2_sx428_NA.wav,a crab challenged me but a quick stab vanquished him,0
../DATASET/uncommonvoice/MC12_T2_sx441_NA.wav,don't look for group valuables in a bank vault,0
../DATASET/torgo/MC01/Session3/0109.wav,The lack of heat compounded the tenant's grievances.,0
../DATASET/uncommonvoice/FC23_T2_si1000_NA.wav,soon the office work claimed all her time,0
../DATASET/uncommonvoice/FC36_T2_sx155_NA.wav,the water contained too much chlorine and stung his eyes,0
../DATASET/torgo/MC02/Session2/0007.wav,Help Greg to pick a peck of potatoes.,0
../DATASET/torgo/MC03/Session1/0057.wav,yet he still thinks as swiftly as ever.,0
../DATASET/uncommonvoice/FC12_T2_si1004_NA.wav,palm oil protects the surfaces of steel sheets before they are plated with tin,0
../DATASET/uncommonvoice/MC11_T2_sx149_NA.wav,while waiting for chipper she crisscrossed the square many times,0
../DATASET/torgo/MC03/Session1/0503.wav,The wait for work can be very long.,0
../DATASET/torgo/MC01/Session3/0084.wav,The legislature met to judge the state of public education.,0
../DATASET/torgo/MC02/Session2/0300.wav,So if anybody solicits by phone make sure you mail the dough to the above.,0
../DATASET/uncommonvoice/MC11_T2_sx428_NA.wav,a crab challenged me but a quick stab vanquished him,0
../DATASET/torgo/FC03/Session2/0190.wav,We selected places where families will be welcome.,0
../DATASET/torgo/FC02/Session3/0847.wav,I soon found myself muttering to the walls.,0
../DATASET/uncommonvoice/FC36_T2_si1039_NA.wav,he has never himself done anything for which to be hated which of us has,0
../DATASET/uncommonvoice/FC38_T2_si1016_NA.wav,to keep 'em scattered somewhat and yet herd 'em was called loose herdin',0
../DATASET/torgo/FC02/Session3/0432.wav,I was pleased with the way things went.,0
../DATASET/torgo/FC02/Session3/0776.wav,We must be ready for any needed sacrifice.,0
../DATASET/uncommonvoice/FC23_T2_sx442_NA.wav,suburban housewives often suffer from the gab habit,0
../DATASET/uncommonvoice/MC12_T2_si1014_NA.wav,beer generally fermented from barley is an old alcoholic beverage,0
../DATASET/uncommonvoice/FC45_T2_si516_NA.wav,some observers speculated that this might be his revenge on his home town,0
../DATASET/torgo/FC02/Session3/0143.wav,The wait for work can be very long.,0
../DATASET/torgo/FC02/Session3/0179.wav,I'm willing to experiment for the first time.,0
../DATASET/uncommonvoice/MC11_T2_si462_NA.wav,it also provides for funds to clear slums and help colleges build dormitories,0
../DATASET/torgo/MC02/Session1/0053.wav,Grandfather likes to be modern in his language.,0
../DATASET/uncommonvoice/MC04_T2_si1016_NA.wav,to keep 'em scattered somewhat and yet herd 'em was called loose herdin',0
../DATASET/uncommonvoice/FC36_T2_sx438_NA.wav,shell shock caused by shrapnel is sometimes cured through group therapy,0
../DATASET/torgo/MC02/Session2/0265.wav,At twilight on the twelfth day we'll have Chablis.,0
../DATASET/torgo/MC02/Session1/0046.wav,he dresses himself in an ancient black frock coat ,0
../DATASET/torgo/MC01/Session2/0086.wav,It's fun to roast marshmallows on a gas burner.,0
../DATASET/uncommonvoice/FC45_T2_sx444_NA.wav,the toddler found a clamshell near the camp site,0
../DATASET/torgo/FC03/Session2/0129.wav,In fact our whole defensive unit did a good job.,0
../DATASET/torgo/FC02/Session3/0841.wav,Gently place Jim's foam sculpture in the box.,0
../DATASET/uncommonvoice/FC36_T2_sx433_NA.wav,the overweight charmer could slip poison into anyone's tea,0
../DATASET/uncommonvoice/FC41_T2_si1957_NA.wav,clapping spurs to the bronc he set off at a sharp canter with growing alarm,0
../DATASET/torgo/FC01/Session1/0047.wav,A long flowing beard clings to his chin ,0
../DATASET/uncommonvoice/FC12_T2_si1037_NA.wav,the revised procedure was acclaimed as a long overdue reform,0
../DATASET/torgo/MC03/Session2/0194.wav,This he added brought about petty jealousies and petty personal grievances.,0
../DATASET/uncommonvoice/FC12_T2_si530_NA.wav,his election on the other hand would unquestionably strengthen the regulars,0
../DATASET/torgo/FC03/Session3/0032.wav,The prowler wore a ski mask for disguise.,0
../DATASET/uncommonvoice/FC12_T2_si1956_NA.wav,a single kick made it spring open shuddering,0
../DATASET/torgo/MC01/Session3/0381.wav,They make gin saws and deal in parts supplies and some used gin machinery.,0
../DATASET/uncommonvoice/FC23_T2_si1037_NA.wav,the revised procedure was acclaimed as a long overdue reform,0
../DATASET/uncommonvoice/FC23_T2_sx444_NA.wav,the toddler found a clamshell near the camp site,0
../DATASET/uncommonvoice/FC45_T2_si524_NA.wav,within a system however the autonomy of each member library is preserved,0
../DATASET/torgo/MC04/Session1/0072.wav,he dresses himself in an ancient black frock coat ,0
../DATASET/uncommonvoice/MC11_T2_si1037_NA.wav,the revised procedure was acclaimed as a long overdue reform,0
../DATASET/torgo/MC01/Session2/0128.wav,The prospect of cutting back spending is an unpleasant one for any governor.,0
../DATASET/torgo/FC03/Session1/0059.wav,You wished to know all about my grandfather.,0
../DATASET/torgo/FC03/Session3/0055.wav,The eastern coast is a place for pure pleasure and excitement.,0
../DATASET/torgo/FC03/Session1/0117.wav,We have often urged him to walk more and smoke less ,0
../DATASET/uncommonvoice/MC12_T2_si1981_NA.wav,on unoccupied roadway the bottle shattered into a small amber flash,0
../DATASET/uncommonvoice/FC36_T2_cape-v1_NA.wav,The blue spot is on the key again.,0
../DATASET/torgo/FC03/Session1/0112.wav,giving those who observe him a pronounced feeling of the utmost respect.,0
../DATASET/uncommonvoice/FC38_T2_si1969_NA.wav,if any of us miss they can pick up the pieces,0
../DATASET/uncommonvoice/MC04_T2_si530_NA.wav,his election on the other hand would unquestionably strengthen the regulars,0
../DATASET/uncommonvoice/FC36_T2_si1927_NA.wav,you do that or take you out a permit right now,0
../DATASET/torgo/MC02/Session1/0266.wav,A roll of wire lay near the wall.,0
../DATASET/uncommonvoice/FC38_T2_si1004_NA.wav,palm oil protects the surfaces of steel sheets before they are plated with tin,0
../DATASET/torgo/MC03/Session1/0222.wav,Are your grades higher or lower than Nancy's? ,0
../DATASET/torgo/MC03/Session2/0123.wav,I was pleased with the way things went.,0
../DATASET/torgo/MC01/Session3/0083.wav,The legislature met to judge the state of public education.,0
../DATASET/torgo/FC02/Session2/0081.wav,A long flowing beard clings to his chin ,0
../DATASET/uncommonvoice/FC45_T2_si1997_NA.wav,like as if it were built of books,0
../DATASET/uncommonvoice/FC38_T2_si1997_NA.wav,like as if it were built of books,0
../DATASET/uncommonvoice/FC12_T2_sx426_NA.wav,a moth zig zagged along the path through otto's garden,0
../DATASET/uncommonvoice/FC36_T2_sa2_NA.wav,don't ask me to carry an oily rag like that,0
../DATASET/uncommonvoice/MC04_T2_sx439_NA.wav,that stinging vapor was caused by chloride vaporization,0
../DATASET/torgo/MC04/Session1/0036.wav,The quick brown fox jumps over the lazy dog.,0
../DATASET/uncommonvoice/FC23_T2_si1997_NA.wav,like as if it were built of books,0
../DATASET/torgo/FC02/Session2/0180.wav,Jane may earn more money by working hard. ,0
../DATASET/uncommonvoice/MC11_T2_sx441_NA.wav,don't look for group valuables in a bank vault,0
../DATASET/uncommonvoice/FC45_T2_sx149_NA.wav,while waiting for chipper she crisscrossed the square many times,0
../DATASET/uncommonvoice/FC12_T2_si1957_NA.wav,clapping spurs to the bronc he set off at a sharp canter with growing alarm,0
../DATASET/torgo/FC03/Session1/0373.wav,It also provides for funds to clear slums and help colleges build dormitories.,0
../DATASET/uncommonvoice/MC04_T2_si1955_NA.wav,like enough we'll all be up on top by sundown,0
../DATASET/uncommonvoice/MC12_T2_sa1_NA.wav,she had your dark suit in greasy wash water all year,0
../DATASET/torgo/FC03/Session1/0322.wav,A roll of wire lay near the wall.,0
../DATASET/torgo/MC04/Session2/0785.wav,We are the largest of the four states.,0
../DATASET/torgo/MC02/Session2/0128.wav,She doesn't like to have it hanging around.,0
../DATASET/uncommonvoice/MC12_T2_si1055_NA.wav,internal national responsibility now a truism need not be documented,0
../DATASET/uncommonvoice/FC38_T2_si1927_NA.wav,you do that or take you out a permit right now,0
../DATASET/torgo/FC02/Session2/0051.wav,he dresses himself in an ancient black frock coat ,0
../DATASET/uncommonvoice/FC23_T2_cape-v1_NA.wav,The blue spot is on the key again.,0
../DATASET/torgo/MC01/Session3/0403.wav,Hiring the wife for one's company may win her tax-aided retirement income.,0
../DATASET/uncommonvoice/FC12_T2_si1063_NA.wav,no question ruffles him or causes him to hesitate,0
../DATASET/uncommonvoice/MC11_T2_sx155_NA.wav,the water contained too much chlorine and stung his eyes,0
../DATASET/torgo/MC01/Session1/0194.wav,Jane may earn more money by working hard. ,0
../DATASET/uncommonvoice/MC12_T2_si1927_NA.wav,you do that or take you out a permit right now,0
../DATASET/uncommonvoice/MC11_T2_sx439_NA.wav,that stinging vapor was caused by chloride vaporization,0
../DATASET/torgo/MC04/Session2/0803.wav,There was no confirmation of such massive assaults from independent sources.,0
../DATASET/uncommonvoice/FC38_T2_sx439_NA.wav,that stinging vapor was caused by chloride vaporization,0
../DATASET/uncommonvoice/MC04_T2_sx438_NA.wav,shell shock caused by shrapnel is sometimes cured through group therapy,0
../DATASET/uncommonvoice/FC36_T2_sa1_NA.wav,she had your dark suit in greasy wash water all year,0
../DATASET/torgo/FC02/Session2/0044.wav,he slowly takes a short walk in the open air each day.,0
../DATASET/uncommonvoice/FC41_T2_si1039_NA.wav,he has never himself done anything for which to be hated which of us has,0
../DATASET/torgo/FC02/Session3/0644.wav,The eastern coast is a place for pure pleasure and excitement.,0
../DATASET/uncommonvoice/FC38_T2_si1074_NA.wav,he gazed away from us as we approached,0
../DATASET/torgo/MC02/Session2/0258.wav,There was only one decision to be made.,0
../DATASET/torgo/MC01/Session1/0120.wav,When he speaks his voice is just a bit cracked and quivers a trifle.,0
../DATASET/uncommonvoice/FC38_T2_si1027_NA.wav,even then if she took one step forward he could catch her,0
../DATASET/torgo/MC02/Session2/0234.wav,There is definitely some ligament damage in his knee.,0
../DATASET/torgo/MC01/Session2/0243.wav,In fact our whole defensive unit did a good job.,0
../DATASET/uncommonvoice/FC41_T2_si524_NA.wav,within a system however the autonomy of each member library is preserved,0
../DATASET/uncommonvoice/MC11_T2_si1981_NA.wav,on unoccupied roadway the bottle shattered into a small amber flash,0
../DATASET/torgo/FC02/Session3/0881.wav,Can you paint a room or a portrait?,0
../DATASET/torgo/FC02/Session2/0136.wav,She had your dark suit in greasy wash water all year.,0
../DATASET/torgo/FC03/Session1/0304.wav,Day after day some new episode is reported.,0
../DATASET/uncommonvoice/FC36_T2_si1016_NA.wav,to keep 'em scattered somewhat and yet herd 'em was called loose herdin',0
../DATASET/torgo/FC03/Session2/0293.wav,I was pleased with the way things went.,0
../DATASET/torgo/FC02/Session2/0050.wav,he dresses himself in an ancient black frock coat ,0
../DATASET/torgo/MC01/Session1/0121.wav,We have often urged him to walk more and smoke less ,0
../DATASET/uncommonvoice/MC04_T2_sx174_NA.wav,the haunted house was a hit due to outstanding audio visual effects,0
../DATASET/uncommonvoice/MC04_T2_sx444_NA.wav,the toddler found a clamshell near the camp site,0
../DATASET/torgo/MC01/Session1/0077.wav,giving those who observe him a pronounced feeling of the utmost respect.,0
../DATASET/uncommonvoice/FC41_T2_si1063_NA.wav,no question ruffles him or causes him to hesitate,0
../DATASET/uncommonvoice/MC12_T2_si1997_NA.wav,like as if it were built of books,0
../DATASET/torgo/FC02/Session3/0761.wav,It was a huge part of my life.,0
../DATASET/torgo/MC04/Session1/0417.wav,He really crucified him he nailed it for a yard loss.,0
../DATASET/torgo/MC04/Session1/0486.wav,It's fun to roast marshmallows on a gas burner.,0
../DATASET/uncommonvoice/MC12_T2_sx171_NA.wav,the diagnosis was discouraging however he was not overly worried,0
../DATASET/torgo/FC03/Session1/0054.wav,When he speaks his voice is just a bit cracked and quivers a trifle.,0
../DATASET/uncommonvoice/FC41_T2_si516_NA.wav,some observers speculated that this might be his revenge on his home town,0
../DATASET/torgo/FC02/Session3/0798.wav,Good service should be rewarded by big tips.,0
../DATASET/uncommonvoice/MC12_T2_si516_NA.wav,some observers speculated that this might be his revenge on his home town,0
../DATASET/uncommonvoice/FC38_T2_sx162_NA.wav,her auburn hair reminded him of autumn leaves,0
../DATASET/torgo/MC03/Session2/0086.wav,Her position covers a number of daily tasks common to any social director.,0
../DATASET/uncommonvoice/FC36_T2_sx162_NA.wav,her auburn hair reminded him of autumn leaves,0
../DATASET/torgo/FC02/Session2/0202.wav,Both figures would go higher in later years.,0
../DATASET/torgo/MC03/Session2/0229.wav,I didn't know where they were coming from.,0
../DATASET/uncommonvoice/MC04_T2_sa2_NA.wav,don't ask me to carry an oily rag like that,0
../DATASET/torgo/MC02/Session1/0274.wav,This is a period of transition for me.,0
../DATASET/torgo/FC01/Session1/0036.wav,Don't ask me to carry an oily rag like that.,0
../DATASET/torgo/MC03/Session1/0096.wav,Don't ask me to carry an oily rag like that.,0
../DATASET/torgo/MC02/Session1/0157.wav,Jane may earn more money by working hard. ,0
../DATASET/uncommonvoice/MC12_T2_si1004_NA.wav,palm oil protects the surfaces of steel sheets before they are plated with tin,0
../DATASET/torgo/FC03/Session1/0115.wav,yet he still thinks as swiftly as ever.,0
../DATASET/torgo/MC02/Session1/0170.wav,You'd be better off taking a cold shower.,0
../DATASET/uncommonvoice/FC12_T2_sx441_NA.wav,don't look for group valuables in a bank vault,0
../DATASET/uncommonvoice/MC11_T2_si1957_NA.wav,clapping spurs to the bronc he set off at a sharp canter with growing alarm,0
../DATASET/uncommonvoice/FC36_T2_sx428_NA.wav,a crab challenged me but a quick stab vanquished him,0
../DATASET/torgo/MC03/Session1/0092.wav,We have often urged him to walk more and smoke less ,0
../DATASET/torgo/MC01/Session3/0301.wav,It was a huge part of my life.,0
../DATASET/uncommonvoice/FC45_T2_si1956_NA.wav,a single kick made it spring open shuddering,0
../DATASET/torgo/MC04/Session1/0012.wav,Don't ask me to carry an oily rag like that.,0
../DATASET/uncommonvoice/FC41_T2_cape-v1_NA.wav,The blue spot is on the key again.,0
../DATASET/torgo/MC02/Session1/0252.wav,If you destroy confidence in banks you do something to the economy he said.,0
../DATASET/uncommonvoice/FC45_T2_sx433_NA.wav,the overweight charmer could slip poison into anyone's tea,0
../DATASET/torgo/MC01/Session3/0106.wav,This he added brought about petty jealousies and petty personal grievances.,0
../DATASET/torgo/FC03/Session3/0022.wav,I didn't know where they were coming from.,0
../DATASET/torgo/FC01/Session1/0015.wav,When he speaks his voice is just a bit cracked and quivers a trifle.,0
../DATASET/torgo/FC02/Session2/0255.wav,You'd be better off taking a cold shower.,0
../DATASET/uncommonvoice/FC45_T2_si1927_NA.wav,you do that or take you out a permit right now,0
../DATASET/uncommonvoice/FC12_T2_sx155_NA.wav,the water contained too much chlorine and stung his eyes,0
../DATASET/torgo/FC02/Session3/0540.wav,Chocolate and roses never fail as a romantic gift.,0
../DATASET/torgo/FC02/Session3/0103.wav,Night after night they received annoying phone calls.,0
../DATASET/uncommonvoice/FC23_T2_si1055_NA.wav,internal national responsibility now a truism need not be documented,0
../DATASET/torgo/MC02/Session2/0198.wav,He played basketball there while working toward a law degree.,0
../DATASET/uncommonvoice/FC12_T2_si464_NA.wav,the prospect of cutting back spending is an unpleasant one for any governor,0
../DATASET/uncommonvoice/MC11_T2_si1969_NA.wav,if any of us miss they can pick up the pieces,0
../DATASET/uncommonvoice/FC38_T2_sx428_NA.wav,a crab challenged me but a quick stab vanquished him,0
../DATASET/uncommonvoice/FC36_T2_si1004_NA.wav,palm oil protects the surfaces of steel sheets before they are plated with tin,0
../DATASET/uncommonvoice/FC12_T2_si1055_NA.wav,internal national responsibility now a truism need not be documented,0
../DATASET/uncommonvoice/FC23_T2_si458_NA.wav,this is not a program of socialized medicine,0
../DATASET/torgo/MC04/Session1/0635.wav,In fact our whole defensive unit did a good job.,0
../DATASET/uncommonvoice/FC38_T2_si516_NA.wav,some observers speculated that this might be his revenge on his home town,0
../DATASET/uncommonvoice/FC23_T2_sx441_NA.wav,don't look for group valuables in a bank vault,0
../DATASET/torgo/MC03/Session2/0127.wav,A fire in straw makes a quick blaze.,0
../DATASET/uncommonvoice/FC12_T2_si556_NA.wav,we did not accept the diagnosis at once but gradually we are coming to,0
../DATASET/torgo/FC02/Session3/0638.wav,This he added brought about petty jealousies and petty personal grievances.,0
../DATASET/torgo/MC01/Session3/0101.wav,There was no confirmation of such massive assaults from independent sources.,0
../DATASET/uncommonvoice/FC38_T2_si458_NA.wav,this is not a program of socialized medicine,0
../DATASET/torgo/FC02/Session3/0343.wav,There was only one decision to be made.,0
../DATASET/uncommonvoice/MC12_T2_si1039_NA.wav,he has never himself done anything for which to be hated which of us has,0
../DATASET/torgo/FC03/Session3/0202.wav,You have to expect a few bad calls.,0
../DATASET/torgo/MC02/Session2/0017.wav,Travel is about the only leisure we have.,0
../DATASET/torgo/MC03/Session1/0154.wav,If you destroy confidence in banks you do something to the economy he said.,0
../DATASET/torgo/FC03/Session2/0159.wav,There is definitely some ligament damage in his knee.,0
../DATASET/torgo/FC02/Session3/0042.wav,If you are losing water replace it immediately.,0
../DATASET/torgo/FC02/Session3/0026.wav,This is not a program of socialized medicine.,0
../DATASET/torgo/FC02/Session3/0987.wav,They could walk ride on a bus or be driven.,0
../DATASET/torgo/FC03/Session3/0079.wav,We are the largest of the four states.,0
../DATASET/uncommonvoice/FC38_T2_sx426_NA.wav,a moth zig zagged along the path through otto's garden,0
../DATASET/torgo/FC02/Session3/0544.wav,The legislature met to judge the state of public education.,0
../DATASET/torgo/MC02/Session1/0096.wav,We have often urged him to walk more and smoke less ,0
../DATASET/uncommonvoice/MC11_T2_si1982_NA.wav,two cars came over a crest their chrome and glass flashing,0
../DATASET/torgo/FC03/Session1/0089.wav,A long flowing beard clings to his chin ,0
../DATASET/uncommonvoice/FC36_T2_si1946_NA.wav,the rustling problem was by no means solved,0
../DATASET/torgo/MC02/Session2/0108.wav,I'm willing to experiment for the first time.,0
../DATASET/uncommonvoice/MC11_T2_si1946_NA.wav,the rustling problem was by no means solved,0
../DATASET/torgo/MC03/Session2/0185.wav,Chocolate and roses never fail as a romantic gift.,0
../DATASET/uncommonvoice/MC04_T2_sx171_NA.wav,the diagnosis was discouraging however he was not overly worried,0
../DATASET/uncommonvoice/FC41_T2_si1927_NA.wav,you do that or take you out a permit right now,0
../DATASET/uncommonvoice/MC11_T2_sx437_NA.wav,they used an aggressive policeman to flag thoughtless motorists,0
../DATASET/torgo/MC03/Session2/0107.wav,So if anybody solicits by phone make sure you mail the dough to the above.,0
../DATASET/uncommonvoice/FC23_T2_si1027_NA.wav,even then if she took one step forward he could catch her,0
../DATASET/torgo/MC02/Session1/0087.wav,When he speaks his voice is just a bit cracked and quivers a trifle.,0
../DATASET/uncommonvoice/FC41_T2_si1055_NA.wav,internal national responsibility now a truism need not be documented,0
../DATASET/torgo/FC02/Session3/0769.wav,He can't abide mistakes in his own game.,0
../DATASET/uncommonvoice/FC12_T2_si1014_NA.wav,beer generally fermented from barley is an old alcoholic beverage,0
../DATASET/torgo/FC03/Session1/0169.wav,I looked up and noticed two old men.,0
../DATASET/torgo/FC02/Session3/0473.wav,Those people are much quicker than I am.,0
../DATASET/uncommonvoice/FC12_T2_sx433_NA.wav,the overweight charmer could slip poison into anyone's tea,0
../DATASET/torgo/MC02/Session1/0082.wav,You wished to know all about my grandfather.,0
../DATASET/uncommonvoice/MC04_T2_cape-v1_NA.wav,The blue spot is on the key again.,0
../DATASET/uncommonvoice/FC38_T2_si1980_NA.wav,high so it only bounce harmlessly but loudly off a car's steel roof,0
../DATASET/uncommonvoice/MC11_T2_sx426_NA.wav,a moth zig zagged along the path through otto's garden,0
../DATASET/uncommonvoice/FC38_T2_sx444_NA.wav,the toddler found a clamshell near the camp site,0
../DATASET/torgo/FC02/Session3/0234.wav,Beg that guard for one gallon of gas.,0
../DATASET/torgo/MC02/Session1/0006.wav,he slowly takes a short walk in the open air each day.,0
../DATASET/torgo/MC03/Session1/0357.wav,It also provides for funds to clear slums and help colleges build dormitories.,0
../DATASET/torgo/FC02/Session3/0545.wav,The legislature met to judge the state of public education.,0
../DATASET/uncommonvoice/MC12_T2_sx432_NA.wav,coffee is grown on steep jungle like slopes in temperate zones,0
../DATASET/torgo/FC02/Session3/0629.wav,There was no confirmation of such massive assaults from independent sources.,0
../DATASET/uncommonvoice/FC38_T2_si1982_NA.wav,two cars came over a crest their chrome and glass flashing,0
../DATASET/torgo/MC04/Session2/0726.wav,Those people are much quicker than I am.,0
../DATASET/uncommonvoice/MC12_T2_sx162_NA.wav,her auburn hair reminded him of autumn leaves,0
../DATASET/torgo/MC04/Session2/0753.wav,I was pleased with the way things went.,0
../DATASET/torgo/FC02/Session3/0950.wav,Displayed as lamps the puppets delight the children and are decorative accent.,0
../DATASET/torgo/MC02/Session2/0062.wav,The prospect of cutting back spending is an unpleasant one for any governor.,0
../DATASET/uncommonvoice/FC12_T2_si1981_NA.wav,on unoccupied roadway the bottle shattered into a small amber flash,0
../DATASET/uncommonvoice/FC12_T2_sx162_NA.wav,her auburn hair reminded him of autumn leaves,0
../DATASET/torgo/MC01/Session1/0079.wav,he slowly takes a short walk in the open air each day.,0
../DATASET/uncommonvoice/FC41_T2_sx148_NA.wav,most precincts had a third of the votes counted,0
../DATASET/torgo/FC03/Session2/0158.wav,She doesn't like to have it hanging around.,0
../DATASET/uncommonvoice/FC38_T2_cape-v1_NA.wav,The blue spot is on the key again.,0
../DATASET/uncommonvoice/FC38_T2_sx148_NA.wav,most precincts had a third of the votes counted,0
../DATASET/torgo/MC03/Session1/0118.wav,When he speaks his voice is just a bit cracked and quivers a trifle.,0
